Region,Province,Mun,Mun_Code_New,Mun_Code_Old,Total Occupied Housing Units
REGION VI (WESTERN VISAYAS),CAPIZ,MAMBUSAO,PH0601908000,PH061908000,"10,229"
REGION VI (WESTERN VISAYAS),CAPIZ,PANAY,PH0601909000,PH061909000,"12,292"
REGION VI (WESTERN VISAYAS),CAPIZ,PANITAN,PH0601910000,PH061910000,"10,814"
REGION VI (WESTERN VISAYAS),CAPIZ,PILAR,PH0601911000,PH061911000,"12,184"
REGION VI (WESTERN VISAYAS),CAPIZ,PONTEVEDRA,PH0601912000,PH061912000,"12,615"
REGION VI (WESTERN VISAYAS),CAPIZ,PRESIDENT ROXAS,PH0601913000,PH061913000,"7,805"
REGION VI (WESTERN VISAYAS),CAPIZ,CITY OF ROXAS (Capital),PH0601914000,PH061914000,"41,975"
REGION VI (WESTERN VISAYAS),CAPIZ,SAPI-AN,PH0601915000,PH061915000,"6,610"
REGION VI (WESTERN VISAYAS),CAPIZ,SIGMA,PH0601916000,PH061916000,"8,023"
REGION VI (WESTERN VISAYAS),CAPIZ,TAPAZ,PH0601917000,PH061917000,"13,431"
REGION VI (WESTERN VISAYAS),ILOILO,AJUY,PH0603001000,PH063001000,"13,869"
REGION VI (WESTERN VISAYAS),ILOILO,ALIMODIAN,PH0603002000,PH063002000,"9,235"
REGION VI (WESTERN VISAYAS),ILOILO,ANILAO,PH0603003000,PH063003000,"7,625"
REGION VI (WESTERN VISAYAS),ILOILO,BADIANGAN,PH0603004000,PH063004000,"6,586"
REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,PH0603005000,PH063005000,"9,257"
REGION VI (WESTERN VISAYAS),ILOILO,BANATE,PH0603006000,PH063006000,"8,164"
REGION VI (WESTERN VISAYAS),ILOILO,BAROTAC NUEVO,PH0603007000,PH063007000,"13,728"
REGION VI (WESTERN VISAYAS),ILOILO,BAROTAC VIEJO,PH0603008000,PH063008000,"12,344"
REGION VI (WESTERN VISAYAS),ILOILO,BATAD,PH0603009000,PH063009000,"5,754"
REGION VI (WESTERN VISAYAS),ILOILO,BINGAWAN,PH0603010000,PH063010000,"4,008"
REGION VI (WESTERN VISAYAS),ILOILO,CABATUAN,PH0603012000,PH063012000,"14,641"
REGION VI (WESTERN VISAYAS),ILOILO,CALINOG,PH0603013000,PH063013000,"15,202"
REGION VI (WESTERN VISAYAS),ILOILO,CARLES,PH0603014000,PH063014000,"17,834"
REGION VI (WESTERN VISAYAS),ILOILO,CONCEPCION,PH0603015000,PH063015000,"11,088"
REGION VI (WESTERN VISAYAS),ILOILO,DINGLE,PH0603016000,PH063016000,"11,583"
REGION VI (WESTERN VISAYAS),ILOILO,DUEÑAS,PH0603017000,PH063017000,"8,824"
REGION VI (WESTERN VISAYAS),ILOILO,DUMANGAS,PH0603018000,PH063018000,"17,973"
REGION VI (WESTERN VISAYAS),ILOILO,ESTANCIA,PH0603019000,PH063019000,"13,100"
REGION VI (WESTERN VISAYAS),ILOILO,GUIMBAL,PH0603020000,PH063020000,"8,635"
REGION VI (WESTERN VISAYAS),ILOILO,IGBARAS,PH0603021000,PH063021000,"7,996"
REGION VI (WESTERN VISAYAS),ILOILO,JANIUAY,PH0603023000,PH063023000,"15,896"
REGION VI (WESTERN VISAYAS),ILOILO,LAMBUNAO,PH0603025000,PH063025000,"19,046"
REGION VI (WESTERN VISAYAS),ILOILO,LEGANES,PH0603026000,PH063026000,"8,091"
REGION VI (WESTERN VISAYAS),ILOILO,LEMERY,PH0603027000,PH063027000,"8,694"
REGION VI (WESTERN VISAYAS),ILOILO,LEON,PH0603028000,PH063028000,"12,117"
REGION VI (WESTERN VISAYAS),ILOILO,MAASIN,PH0603029000,PH063029000,"8,702"
REGION VI (WESTERN VISAYAS),ILOILO,MIAGAO,PH0603030000,PH063030000,"15,644"
REGION VI (WESTERN VISAYAS),ILOILO,MINA,PH0603031000,PH063031000,"5,762"
REGION VI (WESTERN VISAYAS),ILOILO,NEW LUCENA,PH0603032000,PH063032000,"5,797"
REGION VI (WESTERN VISAYAS),ILOILO,OTON,PH0603034000,PH063034000,"23,957"
REGION VI (WESTERN VISAYAS),ILOILO,CITY OF PASSI,PH0603035000,PH063035000,"21,595"
REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,PH0603036000,PH063036000,"16,971"
REGION VI (WESTERN VISAYAS),ILOILO,POTOTAN,PH0603037000,PH063037000,"18,531"
REGION VI (WESTERN VISAYAS),ILOILO,SAN DIONISIO,PH0603038000,PH063038000,"10,084"
REGION VI (WESTERN VISAYAS),ILOILO,SAN ENRIQUE,PH0603039000,PH063039000,"9,185"
REGION VI (WESTERN VISAYAS),ILOILO,SAN JOAQUIN,PH0603040000,PH063040000,"12,497"
REGION VI (WESTERN VISAYAS),ILOILO,SAN MIGUEL,PH0603041000,PH063041000,"7,131"
REGION VI (WESTERN VISAYAS),ILOILO,SAN RAFAEL,PH0603042000,PH063042000,"4,320"
REGION VI (WESTERN VISAYAS),ILOILO,SANTA BARBARA,PH0603043000,PH063043000,"16,342"
REGION VI (WESTERN VISAYAS),ILOILO,SARA,PH0603044000,PH063044000,"14,106"
REGION VI (WESTERN VISAYAS),ILOILO,TIGBAUAN,PH0603045000,PH063045000,"15,296"
REGION VI (WESTERN VISAYAS),ILOILO,TUBUNGAN,PH0603046000,PH063046000,"5,375"
REGION VI (WESTERN VISAYAS),ILOILO,ZARRAGA,PH0603047000,PH063047000,"6,689"
REGION VI (WESTERN VISAYAS),ILOILO,CITY OF ILOILO (Capital),PH0631000000,PH063022000,"98,154"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF BAGO,PH0604502000,PH064502000,"46,580"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,BINALBAGAN,PH0604503000,PH064503000,"16,234"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF CADIZ,PH0604504000,PH064504000,"38,376"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CALATRAVA,PH0604505000,PH064505000,"20,356"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CANDONI,PH0604506000,PH064506000,"5,510"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CAUAYAN,PH0604507000,PH064507000,"24,115"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),PH0604508000,PH064508000,"15,043"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF ESCALANTE,PH0604509000,PH064509000,"24,277"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,PH0604510000,PH064510000,"26,136"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,HINIGARAN,PH0604511000,PH064511000,"21,102"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,HINOBA-AN (ASIA),PH0604512000,PH064512000,"13,795"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,ILOG,PH0604513000,PH064513000,"13,777"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,ISABELA,PH0604514000,PH064514000,"14,813"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF KABANKALAN,PH0604515000,PH064515000,"44,796"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF LA CARLOTA,PH0604516000,PH064516000,"16,075"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,LA CASTELLANA,PH0604517000,PH064517000,"18,380"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,MANAPLA,PH0604518000,PH064518000,"12,934"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),PH0604519000,PH064519000,"9,626"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,MURCIA,PH0604520000,PH064520000,"20,782"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,PONTEVEDRA,PH0604521000,PH064521000,"13,132"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,PULUPANDAN,PH0604522000,PH064522000,"7,326"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF SAGAY,PH0604523000,PH064523000,"35,760"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF SAN CARLOS,PH0604524000,PH064524000,"32,328"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,SAN ENRIQUE,PH0604525000,PH064525000,"6,060"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF SILAY,PH0604526000,PH064526000,"31,527"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF SIPALAY,PH0604527000,PH064527000,"16,822"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF TALISAY,PH0604528000,PH064528000,"25,307"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,TOBOSO,PH0604529000,PH064529000,"10,947"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,VALLADOLID,PH0604530000,PH064530000,"9,808"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF VICTORIAS,PH0604531000,PH064531000,"21,007"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,SALVADOR BENEDICTO,PH0604532000,PH064532000,"6,379"
REGION VI (WESTERN VISAYAS),NEGROS OCCIDENTAL,CITY OF BACOLOD (Capital),PH0630200000,PH064501000,"138,999"
REGION VI (WESTERN VISAYAS),GUIMARAS,BUENAVISTA,PH0607901000,PH067901000,"13,661"
REGION VI (WESTERN VISAYAS),GUIMARAS,JORDAN (CAPITAL),PH0607902000,PH067902000,"9,802"
REGION VI (WESTERN VISAYAS),GUIMARAS,NUEVA VALENCIA,PH0607903000,PH067903000,"10,803"
REGION VI (WESTERN VISAYAS),GUIMARAS,SAN LORENZO,PH0607904000,PH067904000,"7,092"
REGION VI (WESTERN VISAYAS),GUIMARAS,SIBUNAG,PH0607905000,PH067905000,"5,779"
REGION VII (CENTRAL VISAYAS),BOHOL,ALBURQUERQUE,PH0701201000,PH071201000,"2,576"
REGION VII (CENTRAL VISAYAS),BOHOL,ALICIA,PH0701202000,PH071202000,"5,834"
REGION VII (CENTRAL VISAYAS),BOHOL,ANDA,PH0701203000,PH071203000,"4,371"
REGION VII (CENTRAL VISAYAS),BOHOL,ANTEQUERA,PH0701204000,PH071204000,"3,788"
REGION VII (CENTRAL VISAYAS),BOHOL,BACLAYON,PH0701205000,PH071205000,"5,068"
REGION VII (CENTRAL VISAYAS),BOHOL,BALILIHAN,PH0701206000,PH071206000,"4,485"
REGION VII (CENTRAL VISAYAS),BOHOL,BATUAN,PH0701207000,PH071207000,"3,187"
REGION VII (CENTRAL VISAYAS),BOHOL,BILAR,PH0701208000,PH071208000,"4,164"
REGION VII (CENTRAL VISAYAS),BOHOL,BUENAVISTA,PH0701209000,PH071209000,"6,627"
REGION VII (CENTRAL VISAYAS),BOHOL,CALAPE,PH0701210000,PH071210000,"7,896"
REGION VII (CENTRAL VISAYAS),BOHOL,CANDIJAY,PH0701211000,PH071211000,"7,198"
REGION VII (CENTRAL VISAYAS),BOHOL,CARMEN,PH0701212000,PH071212000,"11,212"
REGION VII (CENTRAL VISAYAS),BOHOL,CATIGBIAN,PH0701213000,PH071213000,"5,719"
REGION VII (CENTRAL VISAYAS),BOHOL,CLARIN,PH0701214000,PH071214000,"5,107"
REGION VII (CENTRAL VISAYAS),BOHOL,CORELLA,PH0701215000,PH071215000,"2,183"
REGION VII (CENTRAL VISAYAS),BOHOL,CORTES,PH0701216000,PH071216000,"4,133"
REGION VII (CENTRAL VISAYAS),BOHOL,DAGOHOY,PH0701217000,PH071217000,"4,536"
REGION VII (CENTRAL VISAYAS),BOHOL,DANAO,PH0701218000,PH071218000,"4,445"
REGION VII (CENTRAL VISAYAS),BOHOL,DAUIS,PH0701219000,PH071219000,"11,445"
REGION VII (CENTRAL VISAYAS),BOHOL,DIMIAO,PH0701220000,PH071220000,"3,430"
REGION VII (CENTRAL VISAYAS),BOHOL,DUERO,PH0701221000,PH071221000,"4,483"
REGION VII (CENTRAL VISAYAS),BOHOL,GARCIA HERNANDEZ,PH0701222000,PH071222000,"5,427"
REGION VII (CENTRAL VISAYAS),BOHOL,GUINDULMAN,PH0701223000,PH071223000,"7,944"
REGION VII (CENTRAL VISAYAS),BOHOL,INABANGA,PH0701224000,PH071224000,"10,841"
REGION VII (CENTRAL VISAYAS),BOHOL,JAGNA,PH0701225000,PH071225000,"8,281"
REGION VII (CENTRAL VISAYAS),BOHOL,GETAFE,PH0701226000,PH071226000,"7,377"
REGION VII (CENTRAL VISAYAS),BOHOL,LILA,PH0701227000,PH071227000,"2,267"
REGION VII (CENTRAL VISAYAS),BOHOL,LOAY,PH0701228000,PH071228000,"3,927"
REGION VII (CENTRAL VISAYAS),BOHOL,LOBOC,PH0701229000,PH071229000,"3,861"
REGION VII (CENTRAL VISAYAS),BOHOL,LOON,PH0701230000,PH071230000,"10,633"
REGION VII (CENTRAL VISAYAS),BOHOL,MABINI,PH0701231000,PH071231000,"6,895"
REGION VII (CENTRAL VISAYAS),BOHOL,MARIBOJOC,PH0701232000,PH071232000,"5,461"
REGION VII (CENTRAL VISAYAS),BOHOL,PANGLAO,PH0701233000,PH071233000,"8,665"
REGION VII (CENTRAL VISAYAS),BOHOL,PILAR,PH0701234000,PH071234000,"6,605"
REGION VII (CENTRAL VISAYAS),BOHOL,PRES. CARLOS P. GARCIA (PITOGO),PH0701235000,PH071235000,"5,702"
REGION VII (CENTRAL VISAYAS),BOHOL,SAGBAYAN (BORJA),PH0701236000,PH071236000,"5,859"
REGION VII (CENTRAL VISAYAS),BOHOL,SAN ISIDRO,PH0701237000,PH071237000,"2,379"
REGION VII (CENTRAL VISAYAS),BOHOL,SAN MIGUEL,PH0701238000,PH071238000,"5,927"
REGION VII (CENTRAL VISAYAS),BOHOL,SEVILLA,PH0701239000,PH071239000,"2,518"
REGION VII (CENTRAL VISAYAS),BOHOL,SIERRA BULLONES,PH0701240000,PH071240000,"5,886"
REGION VII (CENTRAL VISAYAS),BOHOL,SIKATUNA,PH0701241000,PH071241000,"1,712"
REGION VII (CENTRAL VISAYAS),BOHOL,CITY OF TAGBILARAN (Capital),PH0701242000,PH071242000,"22,838"
REGION VII (CENTRAL VISAYAS),BOHOL,TALIBON,PH0701243000,PH071243000,"15,975"
REGION VII (CENTRAL VISAYAS),BOHOL,TRINIDAD,PH0701244000,PH071244000,"7,870"
REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,PH0701245000,PH071245000,"11,222"
REGION VII (CENTRAL VISAYAS),BOHOL,UBAY,PH0701246000,PH071246000,"19,212"
REGION VII (CENTRAL VISAYAS),BOHOL,VALENCIA,PH0701247000,PH071247000,"6,038"
REGION VII (CENTRAL VISAYAS),BOHOL,BIEN UNIDO,PH0701248000,PH071248000,"6,037"
REGION VII (CENTRAL VISAYAS),CEBU,ALCANTARA,PH0702201000,PH072201000,"4,256"
REGION VII (CENTRAL VISAYAS),CEBU,ALCOY,PH0702202000,PH072202000,"4,170"
REGION VII (CENTRAL VISAYAS),CEBU,ALEGRIA,PH0702203000,PH072203000,"6,063"
REGION VII (CENTRAL VISAYAS),CEBU,ALOGUINSAN,PH0702204000,PH072204000,"7,724"
REGION VII (CENTRAL VISAYAS),CEBU,ARGAO,PH0702205000,PH072205000,"18,700"
REGION VII (CENTRAL VISAYAS),CEBU,ASTURIAS,PH0702206000,PH072206000,"12,791"
REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,PH0702207000,PH072207000,"10,255"
REGION VII (CENTRAL VISAYAS),CEBU,BALAMBAN,PH0702208000,PH072208000,"22,254"
REGION VII (CENTRAL VISAYAS),CEBU,BANTAYAN,PH0702209000,PH072209000,"19,289"
REGION VII (CENTRAL VISAYAS),CEBU,BARILI,PH0702210000,PH072210000,"18,433"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF BOGO,PH0702211000,PH072211000,"22,079"
REGION VII (CENTRAL VISAYAS),CEBU,BOLJOON,PH0702212000,PH072212000,"4,021"
REGION VII (CENTRAL VISAYAS),CEBU,BORBON,PH0702213000,PH072213000,"9,206"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF CARCAR,PH0702214000,PH072214000,"30,922"
REGION VII (CENTRAL VISAYAS),CEBU,CARMEN,PH0702215000,PH072215000,"12,876"
REGION VII (CENTRAL VISAYAS),CEBU,CATMON,PH0702216000,PH072216000,"8,003"
REGION VII (CENTRAL VISAYAS),CEBU,COMPOSTELA,PH0702218000,PH072218000,"13,046"
REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,PH0702219000,PH072219000,"35,438"
REGION VII (CENTRAL VISAYAS),CEBU,CORDOVA,PH0702220000,PH072220000,"15,707"
REGION VII (CENTRAL VISAYAS),CEBU,DAANBANTAYAN,PH0702221000,PH072221000,"21,853"
REGION VII (CENTRAL VISAYAS),CEBU,DALAGUETE,PH0702222000,PH072222000,"16,430"
REGION VII (CENTRAL VISAYAS),CEBU,DANAO CITY,PH0702223000,PH072223000,"36,390"
REGION VII (CENTRAL VISAYAS),CEBU,DUMANJUG,PH0702224000,PH072224000,"12,889"
REGION VII (CENTRAL VISAYAS),CEBU,GINATILAN,PH0702225000,PH072225000,"3,834"
REGION VII (CENTRAL VISAYAS),CEBU,LILOAN,PH0702227000,PH072227000,"36,556"
REGION VII (CENTRAL VISAYAS),CEBU,MADRIDEJOS,PH0702228000,PH072228000,"9,029"
REGION VII (CENTRAL VISAYAS),CEBU,MALABUYOC,PH0702229000,PH072229000,"4,336"
REGION VII (CENTRAL VISAYAS),CEBU,MEDELLIN,PH0702231000,PH072231000,"13,997"
REGION VII (CENTRAL VISAYAS),CEBU,MINGLANILLA,PH0702232000,PH072232000,"35,334"
REGION VII (CENTRAL VISAYAS),CEBU,MOALBOAL,PH0702233000,PH072233000,"8,448"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF NAGA,PH0702234000,PH072234000,"30,642"
REGION VII (CENTRAL VISAYAS),CEBU,OSLOB,PH0702235000,PH072235000,"6,905"
REGION VII (CENTRAL VISAYAS),CEBU,PILAR,PH0702236000,PH072236000,"3,345"
REGION VII (CENTRAL VISAYAS),CEBU,PINAMUNGAJAN,PH0702237000,PH072237000,"16,753"
REGION VII (CENTRAL VISAYAS),CEBU,PORO,PH0702238000,PH072238000,"6,849"
REGION VII (CENTRAL VISAYAS),CEBU,RONDA,PH0702239000,PH072239000,"5,325"
REGION VII (CENTRAL VISAYAS),CEBU,SAMBOAN,PH0702240000,PH072240000,"4,833"
REGION VII (CENTRAL VISAYAS),CEBU,SAN FERNANDO,PH0702241000,PH072241000,"16,205"
REGION VII (CENTRAL VISAYAS),CEBU,SAN FRANCISCO,PH0702242000,PH072242000,"13,840"
REGION VII (CENTRAL VISAYAS),CEBU,SAN REMIGIO,PH0702243000,PH072243000,"16,391"
REGION VII (CENTRAL VISAYAS),CEBU,SANTA FE,PH0702244000,PH072244000,"7,908"
REGION VII (CENTRAL VISAYAS),CEBU,SANTANDER,PH0702245000,PH072245000,"4,581"
REGION VII (CENTRAL VISAYAS),CEBU,SIBONGA,PH0702246000,PH072246000,"12,256"
REGION VII (CENTRAL VISAYAS),CEBU,SOGOD,PH0702247000,PH072247000,"9,630"
REGION VII (CENTRAL VISAYAS),CEBU,TABOGON,PH0702248000,PH072248000,"10,430"
REGION VII (CENTRAL VISAYAS),CEBU,TABUELAN,PH0702249000,PH072249000,"7,336"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,PH0702250000,PH072250000,"59,208"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TOLEDO,PH0702251000,PH072251000,"47,513"
REGION VII (CENTRAL VISAYAS),CEBU,TUBURAN,PH0702252000,PH072252000,"17,048"
REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,PH0702253000,PH072253000,"3,127"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF CEBU (Capital),PH0730600000,PH072217000,"219,984"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF LAPU-LAPU (OPON),PH0731100000,PH072226000,"127,300"
REGION VII (CENTRAL VISAYAS),CEBU,CITY OF MANDAUE,PH0731300000,PH072230000,"99,903"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,AMLAN (AYUQUITAN),PH0704601000,PH074601000,"6,147"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,AYUNGON,PH0704602000,PH074602000,"11,291"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BACONG,PH0704603000,PH074603000,"10,026"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF BAIS,PH0704604000,PH074604000,"19,846"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BASAY,PH0704605000,PH074605000,"6,682"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),PH0704606000,PH074606000,"29,227"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BINDOY (PAYABON),PH0704607000,PH074607000,"9,691"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF CANLAON,PH0704608000,PH074608000,"14,091"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,DAUIN,PH0704609000,PH074609000,"7,205"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF DUMAGUETE (Capital),PH0704610000,PH074610000,"31,183"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF GUIHULNGAN,PH0704611000,PH074611000,"24,675"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,JIMALALUD,PH0704612000,PH074612000,"7,962"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,LA LIBERTAD,PH0704613000,PH074613000,"10,254"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,MABINAY,PH0704614000,PH074614000,"20,198"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,MANJUYOD,PH0704615000,PH074615000,"11,185"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,PAMPLONA,PH0704616000,PH074616000,"9,893"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SAN JOSE,PH0704617000,PH074617000,"5,386"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SANTA CATALINA,PH0704618000,PH074618000,"18,239"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SIATON,PH0704619000,PH074619000,"19,528"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SIBULAN,PH0704620000,PH074620000,"15,491"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF TANJAY,PH0704621000,PH074621000,"19,128"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,TAYASAN,PH0704622000,PH074622000,"9,556"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),PH0704623000,PH074623000,"9,239"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,PH0704624000,PH074624000,"9,657"
REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,ZAMBOANGUITA,PH0704625000,PH074625000,"7,492"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,ENRIQUE VILLANUEVA,PH0706101000,PH076101000,"1,648"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,LARENA,PH0706102000,PH076102000,"3,362"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,LAZI,PH0706103000,PH076103000,"5,615"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,MARIA,PH0706104000,PH076104000,"3,538"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,SAN JUAN,PH0706105000,PH076105000,"4,227"
REGION VII (CENTRAL VISAYAS),SIQUIJOR,SIQUIJOR (Capital),PH0706106000,PH076106000,"7,308"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ARTECHE,PH0802601000,PH082601000,"3,879"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,BALANGIGA,PH0802602000,PH082602000,"3,560"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,BALANGKAYAN,PH0802603000,PH082603000,"2,447"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),PH0802604000,PH082604000,"17,348"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CAN-AVID,PH0802605000,PH082605000,"5,078"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,DOLORES,PH0802606000,PH082606000,"10,496"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GENERAL MACARTHUR,PH0802607000,PH082607000,"3,297"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GIPORLOS,PH0802608000,PH082608000,"3,156"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GUIUAN,PH0802609000,PH082609000,"13,120"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,HERNANI,PH0802610000,PH082610000,"2,232"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,JIPAPAD,PH0802611000,PH082611000,"1,930"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,LAWAAN,PH0802612000,PH082612000,"3,209"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,LLORENTE,PH0802613000,PH082613000,"5,246"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MASLOG,PH0802614000,PH082614000,"1,145"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MAYDOLONG,PH0802615000,PH082615000,"3,550"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MERCEDES,PH0802616000,PH082616000,"1,619"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ORAS,PH0802617000,PH082617000,"8,820"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,QUINAPONDAN,PH0802618000,PH082618000,"3,603"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SALCEDO,PH0802619000,PH082619000,"5,191"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SAN JULIAN,PH0802620000,PH082620000,"3,725"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SAN POLICARPO,PH0802621000,PH082621000,"3,597"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SULAT,PH0802622000,PH082622000,"3,997"
REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,TAFT,PH0802623000,PH082623000,"4,715"
REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,PH0803701000,PH083701000,"14,771"
REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,PH0803702000,PH083702000,"14,370"
REGION VIII (EASTERN VISAYAS),LEYTE,ALBUERA,PH0803703000,PH083703000,"11,724"
REGION VIII (EASTERN VISAYAS),LEYTE,BABATNGON,PH0803705000,PH083705000,"6,866"
REGION VIII (EASTERN VISAYAS),LEYTE,BARUGO,PH0803706000,PH083706000,"7,930"
REGION VIII (EASTERN VISAYAS),LEYTE,BATO,PH0803707000,PH083707000,"9,083"
REGION VIII (EASTERN VISAYAS),LEYTE,CITY OF BAYBAY,PH0803708000,PH083708000,"27,653"
REGION VIII (EASTERN VISAYAS),LEYTE,BURAUEN,PH0803710000,PH083710000,"13,743"
REGION VIII (EASTERN VISAYAS),LEYTE,CALUBIAN,PH0803713000,PH083713000,"8,443"
REGION VIII (EASTERN VISAYAS),LEYTE,CAPOOCAN,PH0803714000,PH083714000,"7,777"
